ASASSN_id,distance,distance_low,distance_high,g_mag,Gaia_name,G_mag,G_mag_err,abs_mag_G,abs_mag_G_low,abs_mag_G_high,ext_correct_G,ext_correct_G_low,ext_correct_G_high,BP_RP,BP_RP_err,BP_RP_0,BP_RP_0_err,J_mag,J_mag_err,K_mag,K_mag_err,abs_mag_J,abs_mag_J_low,abs_mag_J_high,ext_correct_J,ext_correct_J_low,ext_correct_J_high,ext_correct_K,ext_correct_K_low,ext_correct_K_high,FinalType,ML_classifier_type,visual_classification_type,VSX_type,VSX_RA,VSX_Dec,VSX_name,J-K,J-K_err,sigma_distance,sigma_dist_term,E(B-V),A_J,E(J-K),abs_mag_J_err
627065234508,2417,2158,2680,12.69,Gaia DR3 5810930227092511744,12.659,0.006,0.533,0.779,0.308,0.21,0.103,0.21,0.552,0.023,0.449,0.023,12.031,0.024,11.778,0.024,0.051616747961749254,0.298,-0.173,0.063,0.063,0.063,0.027,0.027,0.027,EW,EB_EC,EW,RRC|EC,262.46442,-69.84619,ASAS J172951-6950.8,0.2530000000000001,0.03394112549695428,261.0,0.23448667723779212,0.06923076923076923,0.063,0.036000000000000004,0.23579586892484036
317828069694,3133,2965,3296,14.255,Gaia DR3 5948917355857278080,14.174,0.005,1.155,1.275,1.045,0.539,0.263,0.539,0.746,0.021,0.483,0.021,13.074,0.026,12.845,0.024,0.43319802559147247,0.553,0.323,0.161,0.161,0.161,0.069,0.069,0.069,EW,LPV_Mira_AGB_C,EW,RRC,265.85337,-46.57206,ASASSN-V J174324.81-463419.4,0.2289999999999992,0.03538361202590826,165.5,0.1147075275374851,0.17692307692307693,0.161,0.09200000000000001,0.1187140550809503
412317177640,1367,1338,1400,12.547,Gaia DR3 5958256843820503296,12.43,0.005,1.142,1.202,1.075,0.609,0.291,0.624,0.625,0.02,0.327,0.024,11.46,0.026,11.203,0.026,0.5991574271608902,0.65,0.543,0.182,0.178,0.186,0.078,0.076,0.08,EW,EB_EC,EW,EC|RRC|ESD,267.24354,-38.89328,ASAS J174858-3853.6,0.25700000000000145,0.03676955262170047,31.0,0.0492433392062941,0.19999999999999998,0.182,0.104,0.05858452403311084
661427737981,2656,2470,2849,14.303,Gaia DR3 4036588424377853440,14.184,0.017,1.012,1.206,0.822,1.051,0.496,1.089,0.909,0.077,0.395,0.085,12.726,0.024,12.345,0.026,0.29085964652009905,0.46,0.128,0.314,0.303,0.325,0.135,0.13,0.139,EW,EB_EC,EW,RR,268.76233,-38.54619,V0871 Sco,0.3810000000000002,0.03538361202590826,189.5,0.15492997801330236,0.34505494505494505,0.314,0.17942857142857144,0.15989139466275962
489626898019,1596,1552,1656,12.825,Gaia DR3 4039078886963408512,12.821,0.005,1.227,1.291,1.146,0.579,0.282,0.58,0.789,0.021,0.506,0.021,11.846,0.036,11.529,0.039,0.6578355649264491,0.72,0.578,0.173,0.172,0.173,0.074,0.074,0.074,EB,EB_EC,EB,RRAB,271.60545,-35.02686,WISE J180625.3-350136,0.31700000000000017,0.0530754180388624,52.0,0.07074972762834927,0.1901098901098901,0.173,0.09885714285714285,0.08124539346624896
395137519501,467,462,471,10.222,Gaia DR3 4495340993673442304,10.145,0.004,1.556,1.58,1.538,0.242,0.118,0.242,0.54,0.017,0.422,0.017,9.262,0.023,9.031,0.022,0.8434155971694387,0.867,0.825,0.072,0.072,0.072,0.031,0.031,0.031,EW,NonVar,EW,RRC|ESD,272.64821,11.95419,ASAS J181035+1157.2,0.23099999999999987,0.0318276609256791,4.5,0.020924252340092427,0.07912087912087912,0.072,0.04114285714285714,0.03191652136420671
377957550082,1998,1790,2201,13.603,Gaia DR3 4498652963220917376,13.408,0.004,1.421,1.66,1.211,0.484,0.237,0.484,0.61,0.013,0.373,0.013,12.487,0.021,12.296,0.025,0.8390225805501834,1.078,0.629,0.145,0.145,0.145,0.062,0.062,0.062,EB,EB_EC,EB,RRAB,272.86704,15.38103,WISE J181128.0+152251,0.19100000000000072,0.03264965543462902,205.5,0.2233421322100056,0.15934065934065933,0.145,0.08285714285714285,0.22479536921411797
180388713236,2530,2444,2617,14.478,Gaia DR3 4529737840566868608,14.096,0.004,1.765,1.84,1.692,0.315,0.154,0.315,0.848,0.013,0.694,0.013,12.959,0.025,12.63,0.019,0.8493973941209111,0.924,0.776,0.094,0.094,0.094,0.04,0.04,0.04,EB,EB_EC,EB,RRAB,274.51454,22.15758,WISE J181803.4+220927,0.32899999999999885,0.031400636936215164,86.5,0.07424204087871793,0.10329670329670329,0.094,0.053714285714285714,0.07890019413054206
317828223262,2257,2154,2357,14.878,Gaia DR3 4484099518086350592,14.289,0.005,1.404,1.506,1.31,1.117,0.546,1.117,1.175,0.017,0.629,0.017,12.778,0.021,12.37,0.024,0.6763422046111898,0.778,0.582,0.334,0.334,0.334,0.143,0.143,0.143,EB,EB_EC,EB,RRAB,278.11591,12.09021,WISE J183227.8+120524,0.40800000000000125,0.03189043743820395,101.5,0.09765372156220659,0.36703296703296706,0.334,0.1908571428571429,0.10532240661392508
429497042214,975,953,995,12.227,Gaia DR3 4092445741020117760,11.919,0.005,1.197,1.26,1.142,0.777,0.373,0.788,0.73,0.023,0.35,0.026,10.917,0.021,10.646,0.021,0.7399769215073146,0.794,0.693,0.232,0.228,0.235,0.099,0.098,0.101,EW,EB_EC,EW,EC|RRC,278.99,-19.49689,ASAS J183558-1929.8,0.270999999999999,0.029698484809835,21.0,0.04677017497419634,0.2549450549450549,0.23199999999999998,0.13257142857142856,0.056273344197025836
403727220769,317,314,319,9.322,Gaia DR3 4202775311937586176,8.651,0.003,0.916,0.938,0.901,0.23,0.111,0.231,0.477,0.009,0.365,0.009,7.997,0.024,7.805,0.024,0.42270368891124205,0.444,0.409,0.069,0.068,0.069,0.029,0.029,0.03,EW,LPV_Mira_AGB_C,EW,EC|RRC|ESD,284.42125,-9.77606,ASAS J185741-0946.6,0.19200000000000017,0.03394112549695428,2.5,0.01712517673120078,0.07582417582417583,0.069,0.03942857142857143,0.03028005412932514
231929332728,2550,2445,2650,15.156,Gaia DR3 4507684420465235584,14.319,0.006,0.939,1.046,0.843,1.347,0.651,1.36,1.434,0.022,0.776,0.026,12.523,0.022,12.121,0.024,0.08829909783022416,0.184,0.001,0.402,0.398,0.406,0.172,0.17,0.174,EB,EB_EC,EB,RRAB,284.80899,15.24865,WISE J185914.1+151455,0.40199999999999925,0.032557641192199414,102.5,0.08728467528447707,0.44175824175824174,0.402,0.2297142857142857,0.0985832366049959
309237870661,2521,2444,2613,12.992,Gaia DR3 4269014286099079808,12.656,0.004,-0.636,-0.528,-0.765,1.284,0.607,1.335,0.822,0.016,0.194,0.048,11.631,0.028,11.442,0.026,-0.7598642283822317,-0.681,-0.854,0.383,0.371,0.399,0.164,0.159,0.171,EW,EB_ESD,EW,RRAB,287.30947,3.32899,WISE J190914.2+031944,0.18900000000000006,0.0382099463490856,84.5,0.07278437866089801,0.4208791208791209,0.383,0.21885714285714286,0.08688184952596824
223338530823,965,955,975,13.265,Gaia DR3 4321080151730176256,12.593,0.006,1.316,1.353,1.28,1.354,0.655,1.368,1.249,0.022,0.587,0.026,11.053,0.027,10.569,0.022,0.7263634332810368,0.753,0.7,0.404,0.4,0.408,0.173,0.171,0.175,DSCT,DSCT,DSCT,RRC,289.86302,16.11049,ASASSN-V J191927.12+160637.8,0.484,0.034828149534535995,10.0,0.022502304761826516,0.443956043956044,0.404,0.23085714285714287,0.05354917104488286
335007579497,1961,1890,2030,13.469,Gaia DR3 4084411437757800448,13.276,0.007,1.523,1.603,1.448,0.291,0.142,0.291,0.784,0.025,0.642,0.025,12.192,0.021,11.879,0.026,0.6426120316610804,0.723,0.568,0.087,0.087,0.087,0.037,0.037,0.037,EB,EB_EC,EB,RRAB,290.77977,-17.99842,WISE J192307.1-175954,0.3130000000000006,0.033421549934136804,70.0,0.07751303858548603,0.0956043956043956,0.087,0.04971428571428571,0.0807772316358703
206158629336,1915,1863,1973,13.802,Gaia DR3 2025351824883000704,13.605,0.006,1.507,1.575,1.433,0.687,0.332,0.696,0.777,0.024,0.441,0.025,12.439,0.027,12.149,0.023,0.823156108476793,0.885,0.755,0.205,0.203,0.208,0.088,0.087,0.089,EW,EB_EC,EW,RR,293.22348,27.85182,WISE J193253.6+275106,0.2900000000000009,0.0354682957019364,55.0,0.06236604831508837,0.22527472527472525,0.205,0.11714285714285713,0.07098432208903552
17180485177,2288,2209,2386,12.957,Gaia DR3 2026256207548584704,12.823,0.004,0.598,0.677,0.504,0.428,0.208,0.431,0.93,0.014,0.721,0.014,11.469,0.036,10.951,0.03,-0.4562801006049336,-0.379,-0.548,0.128,0.127,0.129,0.055,0.054,0.055,EW,EB_EC,EW,RRC,293.24123,28.63224,ASASSN-V J193257.90+283756.1,0.5179999999999989,0.046861498055439925,88.5,0.08399270465130633,0.14065934065934066,0.128,0.07314285714285715,0.09227466843420017
317828245868,2898,2750,3062,14.757,Gaia DR3 4315258581283321344,14.424,0.009,1.465,1.579,1.345,0.649,0.317,0.649,0.766,0.033,0.449,0.033,13.255,0.024,12.966,0.036,0.7505080943242222,0.865,0.631,0.194,0.193,0.194,0.083,0.083,0.083,EW,EB_EC,EW,RRC,294.61119,12.10161,ASASSN-V J193826.69+120605.8,0.2890000000000015,0.04326661530556787,156.0,0.11689085434249012,0.21318681318681318,0.194,0.11085714285714286,0.12089595455976697
231929247209,607,591,626,10.471,Gaia DR3 1803114067865080832,10.697,0.003,1.717,1.794,1.624,0.064,0.022,0.09,0.583,0.008,0.552,0.023,9.437,0.018,9.2,0.016,0.502056544623713,0.566,0.427,0.019,0.013,0.027,0.008,0.006,0.012,EW,NonVar,EW,RRC|EC|ESD,302.31371,12.94008,ASAS J200915+1256.4,0.2370000000000001,0.024083189157584593,17.5,0.06260422926941438,0.020879120879120878,0.019,0.010857142857142857,0.06516824013595426
60129640576,1628,1596,1664,12.742,Gaia DR3 2058768422757539840,12.331,0.004,0.18,0.245,0.108,1.093,0.523,1.117,0.889,0.016,0.355,0.028,11.055,0.021,10.746,0.02,-0.329272002765911,-0.28,-0.384,0.326,0.32,0.333,0.14,0.137,0.143,DSCT,DSCT,DSCT,RRC,302.55879,35.08067,GSC 02679-00626,0.3089999999999993,0.029,34.0,0.04535016088670319,0.35824175824175825,0.326,0.1862857142857143,0.059669063110206984
17180595243,2531,2438,2626,14.104,Gaia DR3 2290477166714503936,13.771,0.004,1.246,1.327,1.166,0.509,0.249,0.509,0.765,0.012,0.516,0.012,12.684,0.023,12.408,0.026,0.5155392742087265,0.597,0.436,0.152,0.152,0.152,0.065,0.065,0.065,EB,EB_EC,EB,RRAB,302.95323,77.10556,WISE J201148.7+770620,0.2759999999999998,0.03471310991541956,94.0,0.08064733563592585,0.16703296703296702,0.152,0.08685714285714285,0.08522929511132704
85900447988,490,483,500,9.789,Gaia DR3 2081659636363279104,9.506,0.005,0.672,0.708,0.62,0.383,0.184,0.391,0.618,0.018,0.431,0.019,8.585,0.021,8.352,0.027,0.02001959985743161,0.052,-0.027,0.114,0.113,0.117,0.049,0.048,0.05,EW,NonVar,EW,RR,304.71402,45.35873,NSVS 5725819,0.23300000000000054,0.03420526275297414,8.5,0.03766839894058816,0.12527472527472527,0.114,0.06514285714285714,0.04460793963799834
214748970760,1733,1695,1770,13.165,Gaia DR3 1815195050651567104,12.879,0.004,1.467,1.515,1.421,0.218,0.107,0.218,0.74,0.013,0.633,0.013,11.88,0.023,11.608,0.021,0.6210071864304179,0.669,0.575,0.065,0.065,0.065,0.028,0.028,0.028,EB,EB_EC,EB,RRAB,306.902,18.4045,WISE J202736.4+182416,0.27200000000000024,0.03114482300479487,37.5,0.046988006553294694,0.07142857142857142,0.065,0.037142857142857144,0.05271738574561968
154618977664,3087,2919,3263,15.264,Gaia DR3 1859087490419054976,14.736,0.004,1.35,1.472,1.23,0.938,0.458,0.938,1.199,0.014,0.741,0.014,13.196,0.023,12.739,0.026,0.4683168525895234,0.59,0.348,0.28,0.28,0.28,0.12,0.12,0.12,EB,EB_EC,EB,RRAB,311.32844,30.04965,WISE J204518.8+300258,0.45699999999999896,0.03471310991541956,172.0,0.12098906849264544,0.3076923076923077,0.28,0.16,0.12629867257702296
25770592474,981,972,989,12.284,Gaia DR3 2271497190837777280,11.795,0.003,0.747,0.767,0.729,1.09,0.533,1.09,1.006,0.008,0.473,0.008,10.459,0.026,10.172,0.023,0.17565496310025636,0.196,0.158,0.325,0.325,0.325,0.139,0.139,0.139,EB,EB_EC,EB,RRAB,311.97799,70.72627,WISE J204754.7+704334,0.28699999999999903,0.03471310991541956,8.5,0.018815000490202037,0.35714285714285715,0.325,0.18571428571428572,0.04567553221853363
197569757681,1543,1516,1574,12.418,Gaia DR3 1814552630919370368,12.234,0.006,0.953,0.992,0.91,0.339,0.166,0.339,0.611,0.025,0.445,0.025,11.352,0.022,11.11,0.018,0.30917036968425915,0.348,0.266,0.101,0.101,0.101,0.043,0.043,0.043,EB,EB_EC,EB,RRAB|EC|ESD,312.71079,20.43942,ASAS J205051+2026.3,0.24200000000000088,0.02842534080710379,29.0,0.040811859932580366,0.110989010989011,0.101,0.05771428571428572,0.04745121611883681
146028967763,657,647,664,11.046,Gaia DR3 2195928718736318976,10.735,0.003,1.17,1.209,1.142,0.477,0.23,0.482,0.788,0.006,0.555,0.008,9.728,0.027,9.379,0.022,0.4981731522010969,0.532,0.473,0.142,0.141,0.144,0.061,0.06,0.062,DSCT,NonVar,DSCT,RRC,315.02546,62.057,CzeV1628,0.3490000000000002,0.034828149534535995,8.5,0.02809363086893181,0.15604395604395602,0.142,0.08114285714285713,0.041471581780778484
42949997159,2001,1951,2055,13.526,Gaia DR3 1852184103578342400,13.163,0.005,1.245,1.3,1.187,0.412,0.201,0.412,0.843,0.02,0.642,0.02,11.978,0.022,11.615,0.018,0.348764556818945,0.404,0.291,0.123,0.123,0.123,0.053,0.053,0.053,EB,EB_EC,EB,RRAB,316.07768,29.25503,WISE J210418.6+291518,0.36299999999999955,0.02842534080710379,52.0,0.056430067613615915,0.13516483516483516,0.123,0.07028571428571428,0.06180325663650148
111670081499,2006,1896,2110,13.615,Gaia DR3 2165352090657493376,13.052,0.006,0.679,0.849,0.526,0.861,0.398,0.905,1.081,0.023,0.66,0.05,11.679,0.021,11.278,0.021,-0.08965464342199458,0.047,-0.212,0.257,0.243,0.27,0.11,0.104,0.116,DSCT,DSCT,DSCT,RRC,317.3825,48.17989,ASASSN-V J210931.80+481047.6,0.4009999999999998,0.029698484809835,107.0,0.1158262950240477,0.2824175824175824,0.257,0.14685714285714285,0.1204874292986523
575525971411,2993,2847,3191,13.517,Gaia DR3 6464481725343739136,13.48,0.006,1.021,1.13,0.882,0.078,0.038,0.078,0.355,0.024,0.317,0.024,13.033,0.026,12.816,0.03,0.6294664157990418,0.738,0.49,0.023,0.023,0.023,0.01,0.01,0.01,DSCT,DSCT,DSCT,RRC,318.52312,-53.13025,ASAS J211406-5307.8,0.21699999999999875,0.039698866482558416,172.0,0.12478892563875593,0.025274725274725275,0.023,0.013142857142857144,0.12748947392657545
82304,3805,3384,4364,14.685,Gaia DR3 6355776687197185408,14.246,0.005,0.853,1.108,0.556,0.491,0.24,0.491,0.986,0.018,0.746,0.018,13.015,0.023,12.642,0.03,-0.03377330553295518,0.221,-0.331,0.147,0.147,0.147,0.063,0.063,0.063,EB,EB_EC,EB,RRAB,319.49669,-79.27873,WISE J211759.2-791643,0.3730000000000011,0.037802116342871596,490.0,0.27963770845281655,0.16153846153846152,0.147,0.08399999999999999,0.2809667916120025
68719660797,1618,1501,1760,11.727,Gaia DR3 1979376570762221312,11.696,0.004,0.041,0.234,-0.177,0.61,0.284,0.645,0.558,0.011,0.26,0.033,10.683,0.026,10.471,0.02,-0.5438925863812663,-0.372,-0.738,0.182,0.173,0.193,0.078,0.074,0.083,EW,CEPH_Other,EW,RRAB,328.71246,48.78372,WISE J215450.9+484701,0.21199999999999974,0.03280243893371345,129.5,0.17379831707809365,0.19999999999999998,0.182,0.104,0.17667228141159433
292058188059,1095,1075,1119,12.02,Gaia DR3 2670534489112859776,11.618,0.006,1.276,1.316,1.229,0.145,0.071,0.145,0.85,0.027,0.779,0.027,10.529,0.024,10.176,0.021,0.2889294041193146,0.329,0.242,0.043,0.043,0.043,0.019,0.019,0.019,EB,EB_EC,EB,RR,329.37335,-3.11142,NSVS 14484499,0.35299999999999976,0.03189043743820395,22.0,0.0436277561729294,0.047252747252747244,0.043,0.024571428571428567,0.049978706552736826
111669438111,1176,1157,1194,12.068,Gaia DR3 1976546771426176128,11.593,0.003,0.706,0.745,0.67,0.535,0.26,0.538,1.004,0.008,0.743,0.009,10.222,0.024,9.88,0.022,-0.2900366087005998,-0.254,-0.324,0.16,0.159,0.161,0.068,0.068,0.069,EB,CEPH_Other,EB,RRAB,331.39729,48.72435,WISE J220535.3+484327,0.34199999999999875,0.032557641192199414,18.5,0.034160067666709856,0.1758241758241758,0.16,0.09142857142857143,0.04470917381247608
68719552930,2691,2569,2801,14.211,Gaia DR3 1905448260755818880,13.92,0.004,1.552,1.653,1.465,0.218,0.107,0.218,0.713,0.016,0.606,0.016,12.974,0.029,12.733,0.025,0.7594315111812278,0.86,0.672,0.065,0.065,0.065,0.028,0.028,0.028,EW,EB_EC,EW,RRAB,334.73357,34.39552,WISE J221856.0+342343,0.24099999999999966,0.038288379438153296,116.0,0.0936049050553274,0.07142857142857142,0.065,0.037142857142857144,0.09820961383905781
85900518474,1614,1545,1698,12.722,Gaia DR3 2000362979249396480,12.604,0.004,1.322,1.417,1.212,0.242,0.118,0.242,0.698,0.011,0.58,0.011,11.745,0.025,11.479,0.021,0.6334823480697419,0.728,0.523,0.072,0.072,0.072,0.031,0.031,0.031,EW,EB_EC,EW,RRAB,338.65938,51.37764,WISE J223438.2+512239,0.266,0.03264965543462902,76.5,0.10292294877818699,0.07912087912087912,0.072,0.04114285714285714,0.10616013086463912
60129876405,1391,1373,1411,14.153,Gaia DR3 2227284282097912064,13.385,0.004,1.53,1.559,1.499,1.138,0.556,1.138,1.321,0.015,0.765,0.015,11.665,0.022,11.193,0.025,0.6083643500397675,0.637,0.577,0.34,0.34,0.34,0.146,0.146,0.146,EB,EB_ESD,EB,RRAB,351.67583,71.16694,WISE J232642.1+711000,0.47199999999999953,0.03330165161069343,19.0,0.02966065836147298,0.37362637362637363,0.34,0.19428571428571428,0.05019715783225199
85900589479,2090,2023,2162,14.474,Gaia DR3 1998973303935363072,13.859,0.005,0.657,0.934,0.514,1.601,0.682,1.671,1.28,0.016,0.498,0.136,12.152,0.031,11.694,0.03,0.0732685694447282,0.206,-0.021,0.478,0.416,0.499,0.205,0.179,0.214,EB,EB_EC,EB,RRAB,354.21032,58.0971,WISE J233650.4+580549,0.4579999999999984,0.04313930922024598,69.5,0.07220924998152152,0.5252747252747252,0.4779999999999999,0.27314285714285713,0.09197834409736819
137440314659,3049,2890,3227,14.582,Gaia DR3 1993561335903168768,14.382,0.008,1.549,1.666,1.426,0.412,0.201,0.412,0.785,0.03,0.584,0.03,13.315,0.024,12.997,0.03,0.7712128781730947,0.888,0.648,0.123,0.123,0.123,0.053,0.053,0.053,EW,EB_EC,EW,RRC,358.70001,53.99216,ASASSN-V J235448.00+535931.8,0.3179999999999996,0.03841874542459709,168.5,0.12000429681977358,0.13516483516483516,0.123,0.07028571428571428,0.12299724084388365
